survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alone,class_mean_fare,class_mean_age,fare_zscore
False,2,male,29.0,1,0,21.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.22341015717213955
False,1,male,24.0,0,1,247.5208,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,4.337147012122648
False,3,female,2.0,4,2,31.275,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.016542951535818605
False,2,male,21.0,2,0,73.5,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,0.8335755650572377
False,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,2,male,32.5,1,0,30.0708,C,Second,man,True,Cherbourg,False,20.662183152173913,29.86320652173913,-0.040787184044554156
True,2,female,32.5,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,1,male,54.0,0,1,77.2875,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.9098295350180712
True,3,male,12.0,1,0,11.2417,C,Third,child,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.41987460999558585
False,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,3,male,24.0,0,0,7.1417,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5024201616363563
True,3,female,21.5,1,1,22.3583,C,Third,woman,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.19606341990539358
False,3,male,45.0,0,0,6.975,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5057763429677017
False,3,male,33.0,0,0,7.8958,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.48723782005286725
False,3,male,20.0,0,0,7.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5042663633645169
False,3,female,47.0,1,0,14.5,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.35427505611482435
True,2,female,29.0,1,0,26.0,S,Second,woman,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,23.0,0,0,15.0458,C,Second,man,True,Cherbourg,True,20.662183152173913,29.86320652173913,-0.343286431215914
True,1,female,19.0,0,2,26.2833,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,-0.11704115400538775
False,1,male,37.0,1,0,53.1,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,0.4228611129909654
False,3,male,16.0,0,0,9.2167,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.46064405928157615
False,1,male,24.0,0,0,79.2,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,0.9483340148992845
False,3,female,21.5,0,2,15.2458,C,Third,woman,False,Cherbourg,False,13.675550101832993,24.802281059063137,-0.33925981894075447
True,3,female,22.0,0,0,7.75,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,3,female,24.0,1,0,15.85,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.32709542325749746
False,3,male,19.0,0,0,6.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.5103062817772562
False,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.41467424024221733
False,2,male,19.0,1,1,36.75,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,0.09368555949667362
True,3,male,27.0,0,0,7.7958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.489251126190447
False,3,female,9.0,2,2,34.375,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,0.045869538729154176
False,2,male,36.5,0,2,26.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
False,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,51.0,0,0,12.525,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.39403785233202476
True,1,female,22.0,1,0,66.6,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.6946574415642337
False,3,male,55.5,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,3,male,40.5,0,2,14.5,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.35427505611482435
False,3,male,25.0,0,0,7.3125,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.49898143475337003
False,1,male,51.0,0,1,61.3792,C,First,man,True,Cherbourg,False,84.19351635514018,38.16084112149533,0.5895467547334693
True,3,female,16.0,0,0,7.7333,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.4905094425264344
False,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,3,male,25.0,0,0,8.6625,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4718018018960432
False,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,0.7540499726228369
False,3,male,44.0,0,1,16.1,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.3220621579135481
True,2,female,40.0,0,0,15.75,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.3291087293950773
False,3,male,26.0,0,0,7.775,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48966989386706367
False,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4718018018960432
False,3,male,1.0,4,1,39.6875,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,0.15282642728807924
True,3,male,9.0,0,2,20.525,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.23297336132564347
True,1,female,35.0,0,1,55.0,S,First,woman,False,Southampton,False,84.19351635514018,38.16084112149533,0.46111392960498093
False,3,female,45.0,1,4,27.9,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.08449203367913571
False,1,male,40.0,0,0,25.925,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.12425482989633606
False,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,0.4912289628108992
False,1,male,61.0,0,0,33.5,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,0.02825311002533122
False,3,male,4.0,4,1,29.125,Q,Third,child,False,Queenstown,False,13.675550101832993,24.802281059063137,-0.05982903349378355
True,3,female,1.0,1,1,11.1333,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.4220570338487224
False,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48664993466069395
False,1,male,56.0,0,0,30.6958,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,-0.028204020684680614
False,3,male,18.0,1,1,7.8542,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.4880753554061005
False,3,male,25.0,3,1,25.4667,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.13348181192486414
False,1,female,50.0,0,0,28.7125,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,-0.06813392131130011
False,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,male,36.0,0,0,0.0,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.6462044460638905
False,3,female,21.5,8,2,69.55,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,0.7540499726228369
False,2,male,30.0,0,0,15.05,C,Second,man,True,Cherbourg,True,20.662183152173913,29.86320652173913,-0.34320187235813565
False,3,male,9.0,4,2,31.3875,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.014277982131041355
True,2,male,1.0,2,1,39.0,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,0.13898494759221836
True,3,female,4.0,0,2,22.025,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.20277376926194698
False,1,male,40.0,0,0,50.0,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,0.36044862272599265
True,3,female,21.5,1,0,15.5,Q,Third,woman,False,Queenstown,False,13.675550101832993,24.802281059063137,-0.33414199473902667
True,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,True,84.19351635514018,38.16084112149533,-0.11167166653646252
False,3,male,40.0,1,1,15.5,Q,Third,man,True,Queenstown,False,13.675550101832993,24.802281059063137,-0.33414199473902667
False,3,male,36.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
True,2,female,32.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,2,male,19.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
True,3,female,19.0,1,0,7.8542,S,Third,woman,False,Southampton,False,13.675550101832993,24.802281059063137,-0.4880753554061005
True,2,male,3.0,1,1,26.0,S,Second,child,False,Southampton,False,20.662183152173913,29.86320652173913,-0.12274485029315124
True,1,female,44.0,0,0,27.7208,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,-0.08809987827767862
True,1,female,58.0,0,0,146.5208,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,2.3037078131670836
False,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
False,3,male,42.0,0,1,8.4042,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.4770021716494118
True,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
False,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4549403629938127
False,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,0.7540499726228369
False,3,male,34.0,0,0,6.4958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.515424105978984
False,3,male,45.5,0,0,7.225,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.5007430776237524
True,3,male,18.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,3,female,2.0,0,1,10.4625,S,Third,child,False,Southampton,False,13.675550101832993,24.802281059063137,-0.43556229141960745
False,3,male,32.0,1,0,15.85,S,Third,man,True,Southampton,False,13.675550101832993,24.802281059063137,-0.32709542325749746
True,3,male,26.0,0,0,18.7875,C,Third,man,True,Cherbourg,True,13.675550101832993,24.802281059063137,-0.26795455546609187
True,3,female,16.0,0,0,7.75,Q,Third,woman,False,Queenstown,True,13.675550101832993,24.802281059063137,-0.49017322040145855
True,1,male,40.0,0,0,31.0,C,First,man,True,Cherbourg,True,84.19351635514018,38.16084112149533,-0.022079543414162937
False,3,male,24.0,0,0,7.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5042663633645169
True,2,female,35.0,0,0,21.0,S,Second,woman,False,Southampton,True,20.662183152173913,29.86320652173913,-0.22341015717213955
False,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
False,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,male,25.0,1,0,7.75,Q,Third,man,True,Queenstown,False,13.675550101832993,24.802281059063137,-0.49017322040145855
True,1,female,31.0,1,0,113.275,C,First,woman,False,Cherbourg,False,84.19351635514018,38.16084112149533,1.6343680812795898
True,3,female,27.0,0,0,7.925,S,Third,woman,False,Southampton,True,13.675550101832993,24.802281059063137,-0.48664993466069395
False,2,male,42.0,1,0,27.0,S,Second,man,True,Southampton,False,20.662183152173913,29.86320652173913,-0.10261178891735358
True,1,female,32.0,0,0,76.2917,C,First,woman,False,Cherbourg,True,84.19351635514018,38.16084112149533,0.8897810325000521
False,2,male,30.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
True,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
False,3,male,51.0,0,0,8.05,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4841333019887193
False,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.48723782005286725
True,1,male,38.0,1,0,90.0,S,First,man,True,Southampton,False,84.19351635514018,38.16084112149533,1.1657710777578991
False,3,male,22.0,0,0,9.35,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.4579603222001823
True,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.434807301618015
False,3,male,20.5,0,0,7.25,S,Third,man,True,Southampton,True,13.675550101832993,24.802281059063137,-0.5002397510893574
False,2,male,18.0,0,0,13.0,S,Second,man,True,Southampton,True,20.662183152173913,29.86320652173913,-0.38447464817852084
